Unique Proposal ID	CA ID	Proposal ID	Question ID	Score	Flagged
UM5UZBiOB	11	350629	3	3	FALSE
UM5UZBiOB	26	350629	3	2	FALSE
UM5UZBiOG	15	350634	1	3	TRUE
UM5UZBiOG	11	350634	1	3	TRUE
UM5UZBiOG	45	350634	1	3	TRUE
UM5UZBiOG	26	350634	1	5	TRUE
UM5UZBiOG	15	350634	2	3	TRUE
UM5UZBiOG	11	350634	2	2	TRUE
UM5UZBiOG	45	350634	2	4	TRUE
UM5UZBiOG	26	350634	2	5	TRUE
UM5UZBiOG	15	350634	3	2	TRUE
UM5UZBiOG	11	350634	3	1	TRUE
UM5UZBiOG	45	350634	3	3	TRUE
UM5UZBiOG	26	350634	3	5	TRUE
UM5UZBiOH	47	350635	1	5	TRUE
UM5UZBiOH	33	350635	1	5	TRUE
UM5UZBiOH	11	350635	1	5	TRUE
UM5UZBiOH	49	350635	1	5	TRUE
UM5UZBiOH	51	350635	1	5	TRUE
UM5UZBiOH	47	350635	2	5	TRUE
UM5UZBiOH	33	350635	2	5	TRUE
UM5UZBiOH	11	350635	2	5	TRUE
UM5UZBiOH	49	350635	2	5	TRUE
UM5UZBiOH	51	350635	2	5	TRUE
UM5UZBiOH	47	350635	3	4	TRUE
UM5UZBiOH	33	350635	3	5	TRUE
UM5UZBiOH	11	350635	3	5	TRUE
UM5UZBiOH	49	350635	3	5	TRUE
UM5UZBiOH	51	350635	3	3	TRUE
UM5UZBiOY	11	350652	1	2	TRUE
UM5UZBiOY	52	350652	1	5	TRUE
UM5UZBiOY	53	350652	1	4	FALSE
UM5UZBiOY	46	350652	1	2	TRUE
UM5UZBiOY	11	350652	2	4	FALSE
UM5UZBiOY	52	350652	2	5	FALSE
UM5UZBiOY	53	350652	2	3	FALSE
UM5UZBiOY	46	350652	2	4	FALSE
UM5UZBiOY	11	350652	3	2	TRUE
UM5UZBiOY	52	350652	3	5	FALSE
UM5UZBiOY	53	350652	3	3	FALSE
UM5UZBiOY	46	350652	3	2	FALSE
UM5UZBiOa	54	350653	1	5	FALSE
UM5UZBiOa	56	350653	1	4	TRUE
UM5UZBiOa	11	350653	1	2	TRUE
UM5UZBiOa	20	350653	1	5	FALSE
UM5UZBiOa	13	350653	1	5	FALSE
UM5UZBiOa	57	350653	1	5	TRUE
UM5UZBiOa	54	350653	2	5	FALSE
UM5UZBiOa	56	350653	2	5	TRUE
UM5UZBiOa	11	350653	2	5	FALSE
UM5UZBiOa	20	350653	2	5	FALSE
UM5UZBiOa	13	350653	2	4	FALSE
UM5UZBiOa	57	350653	2	5	FALSE
UM5UZBiOa	54	350653	3	5	FALSE
UM5UZBiOa	56	350653	3	5	FALSE
UM5UZBiOa	11	350653	3	2	TRUE
UM5UZBiOa	20	350653	3	5	FALSE
UM5UZBiOa	13	350653	3	4	FALSE
UM5UZBiOa	57	350653	3	5	TRUE
UM5UZBiOb	60	350654	1	2	TRUE
UM5UZBiOb	1	350654	1	5	TRUE
UM5UZBiOb	11	350654	1	4	TRUE
UM5UZBiOb	43	350654	1	5	TRUE
UM5UZBiOb	37	350654	1	1	TRUE
UM5UZBiOb	62	350654	1	1	TRUE
UM5UZBiOb	63	350654	1	1	TRUE
UM5UZBiOb	60	350654	2	2	TRUE
UM5UZBiOb	1	350654	2	5	FALSE
UM5UZBiOb	11	350654	2	4	TRUE
UM5UZBiOb	43	350654	2	5	TRUE
UM5UZBiOb	37	350654	2	1	TRUE
UM5UZBiOb	62	350654	2	1	TRUE
UM5UZBiOb	63	350654	2	1	TRUE
UM5UZBiOb	60	350654	3	2	TRUE
UM5UZBiOb	1	350654	3	5	TRUE
UM5UZBiOb	11	350654	3	4	FALSE
UM5UZBiOb	43	350654	3	5	TRUE
UM5UZBiOb	37	350654	3	1	TRUE
UM5UZBiOb	62	350654	3	1	TRUE
UM5UZBiOb	63	350654	3	1	TRUE
UM5UZBiOi	64	350661	1	5	FALSE
UM5UZBiOi	11	350661	1	4	FALSE
UM5UZBiOi	25	350661	1	3	TRUE
UM5UZBiOi	26	350661	1	4	FALSE
UM5UZBiOi	64	350661	2	4	FALSE
UM5UZBiOi	11	350661	2	3	TRUE
UM5UZBiOi	25	350661	2	3	TRUE
UM5UZBiOi	26	350661	2	4	FALSE
UM5UZBiOi	64	350661	3	5	FALSE
UM5UZBiOi	11	350661	3	3	TRUE
UM5UZBiOi	25	350661	3	2	TRUE
UM5UZBiOi	26	350661	3	3	TRUE
UM5UZBiOj	11	350662	1	2	TRUE
UM5UZBiOj	47	350662	1	3	FALSE
UM5UZBiOj	20	350662	1	5	FALSE
UM5UZBiOj	52	350662	1	5	TRUE
UM5UZBiOj	43	350662	1	4	TRUE
UM5UZBiOj	25	350662	1	1	TRUE
UM5UZBiOj	51	350662	1	1	TRUE
UM5UZBiOj	66	350662	1	4	TRUE
UM5UZBiOj	11	350662	2	1	TRUE
UM5UZBiOj	47	350662	2	4	FALSE
UM5UZBiOj	20	350662	2	4	TRUE
UM5UZBiOj	52	350662	2	4	TRUE
UM5UZBiOj	43	350662	2	3	TRUE
UM5UZBiOj	25	350662	2	3	TRUE
UM5UZBiOj	51	350662	2	4	TRUE
UM5UZBiOj	66	350662	2	5	TRUE
UM5UZBiOj	11	350662	3	1	TRUE
UM5UZBiOj	47	350662	3	1	TRUE
UM5UZBiOj	20	350662	3	4	FALSE
UM5UZBiOj	52	350662	3	3	FALSE
UM5UZBiOj	43	350662	3	4	TRUE
UM5UZBiOj	25	350662	3	3	TRUE
UM5UZBiOj	51	350662	3	4	FALSE
UM5UZBiOj	66	350662	3	4	FALSE
UM5UZBiOo	47	350667	1	1	TRUE
UM5UZBiOo	52	350667	1	5	FALSE
UM5UZBiOo	11	350667	1	5	FALSE
UM5UZBiOo	25	350667	1	4	FALSE
UM5UZBiOo	67	350667	1	4	FALSE
UM5UZBiOo	26	350667	1	5	FALSE
UM5UZBiOo	47	350667	2	1	TRUE
UM5UZBiOo	52	350667	2	5	FALSE
UM5UZBiOo	11	350667	2	5	FALSE
UM5UZBiOo	25	350667	2	4	FALSE
UM5UZBiOo	67	350667	2	4	FALSE
UM5UZBiOo	26	350667	2	5	FALSE
UM5UZBiOo	47	350667	3	1	TRUE
UM5UZBiOo	52	350667	3	5	FALSE
UM5UZBiOo	11	350667	3	5	FALSE
UM5UZBiOo	25	350667	3	4	FALSE
UM5UZBiOo	67	350667	3	4	FALSE
UM5UZBiOo	26	350667	3	5	FALSE
UM5UZBiOr	52	350670	1	5	TRUE
UM5UZBiOr	68	350670	1	2	TRUE
UM5UZBiOr	47	350670	1	5	TRUE
UM5UZBiOr	11	350670	1	2	TRUE
UM5UZBiOr	46	350670	1	4	TRUE
UM5UZBiOr	69	350670	1	4	TRUE
UM5UZBiOr	70	350670	1	4	TRUE
UM5UZBiOr	71	350670	1	5	TRUE
UM5UZBiOr	52	350670	2	5	TRUE
UM5UZBiOr	68	350670	2	5	TRUE
UM5UZBiOr	47	350670	2	1	TRUE
UM5UZBiOr	11	350670	2	4	TRUE
UM5UZBiOr	46	350670	2	5	TRUE
UM5UZBiOr	69	350670	2	5	TRUE
UM5UZBiOr	70	350670	2	1	TRUE
UM5UZBiOr	71	350670	2	5	TRUE
UM5UZBiOr	52	350670	3	4	TRUE
UM5UZBiOr	68	350670	3	3	TRUE
UM5UZBiOr	47	350670	3	1	TRUE
UM5UZBiOr	11	350670	3	3	TRUE
UM5UZBiOr	46	350670	3	4	TRUE
UM5UZBiOr	69	350670	3	5	TRUE
UM5UZBiOr	71	350670	3	5	TRUE
UM5UZBiOt	52	350672	1	5	FALSE
UM5UZBiOt	68	350672	1	4	TRUE
UM5UZBiOt	43	350672	1	5	TRUE
UM5UZBiOt	46	350672	1	5	FALSE
UM5UZBiOt	25	350672	1	4	TRUE
UM5UZBiOt	11	350672	1	3	TRUE
UM5UZBiOt	69	350672	1	4	TRUE
UM5UZBiOt	52	350672	2	5	FALSE
UM5UZBiOt	68	350672	2	5	FALSE
UM5UZBiOt	43	350672	2	5	TRUE
UM5UZBiOt	46	350672	2	5	FALSE
UM5UZBiOt	25	350672	2	4	FALSE
UM5UZBiOt	11	350672	2	4	TRUE
UM5UZBiOt	69	350672	2	5	FALSE
UM5UZBiOt	52	350672	3	5	FALSE
UM5UZBiOt	68	350672	3	4	TRUE
UM5UZBiOt	43	350672	3	5	TRUE
UM5UZBiOt	46	350672	3	5	FALSE
UM5UZBiOt	25	350672	3	3	TRUE
UM5UZBiOt	11	350672	3	2	TRUE
UM5UZBiOt	69	350672	3	5	FALSE
UM5UZBiOv	30	350674	1	2	FALSE
UM5UZBiOv	11	350674	1	3	TRUE
UM5UZBiOv	67	350674	1	4	TRUE
UM5UZBiOv	25	350674	1	4	FALSE
UM5UZBiOv	46	350674	1	5	FALSE
UM5UZBiOv	22	350674	1	5	FALSE
UM5UZBiOv	30	350674	2	1	FALSE
UM5UZBiOv	11	350674	2	2	FALSE
UM5UZBiOv	25	350674	2	4	FALSE
UM5UZBiOv	46	350674	2	5	FALSE
UM5UZBiOv	22	350674	2	5	TRUE
UM5UZBiOv	30	350674	3	1	TRUE
UM5UZBiOv	11	350674	3	2	TRUE
UM5UZBiOv	25	350674	3	3	TRUE
UM5UZBiOv	46	350674	3	5	FALSE
UM5UZBiOv	22	350674	3	5	FALSE
UM5UZBiOw	47	350675	1	4	FALSE
UM5UZBiOw	72	350675	1	4	FALSE
UM5UZBiOw	73	350675	1	5	FALSE
UM5UZBiOw	74	350675	1	3	FALSE
UM5UZBiOw	53	350675	1	4	FALSE
UM5UZBiOw	43	350675	1	4	FALSE
UM5UZBiOw	25	350675	1	4	TRUE
UM5UZBiOw	11	350675	1	3	FALSE
UM5UZBiOw	31	350675	1	3	FALSE
UM5UZBiOw	13	350675	1	5	FALSE
UM5UZBiOw	47	350675	2	4	FALSE
UM5UZBiOw	72	350675	2	5	FALSE
UM5UZBiOw	73	350675	2	4	FALSE
UM5UZBiOw	53	350675	2	5	FALSE
UM5UZBiOw	43	350675	2	3	FALSE
UM5UZBiOw	25	350675	2	2	FALSE
UM5UZBiOw	11	350675	2	2	FALSE
UM5UZBiOw	31	350675	2	4	FALSE
UM5UZBiOw	13	350675	2	5	FALSE
UM5UZBiOw	47	350675	3	3	FALSE
UM5UZBiOw	72	350675	3	3	FALSE
UM5UZBiOw	73	350675	3	5	FALSE
UM5UZBiOw	53	350675	3	4	FALSE
UM5UZBiOw	43	350675	3	3	FALSE
UM5UZBiOw	25	350675	3	3	FALSE
UM5UZBiOw	11	350675	3	2	FALSE
UM5UZBiOw	31	350675	3	4	FALSE
UM5UZBiOw	13	350675	3	3	FALSE
UM5UZBiOx	78	350676	1	5	FALSE
UM5UZBiOx	80	350676	1	5	FALSE
UM5UZBiOx	47	350676	1	2	FALSE
UM5UZBiOx	74	350676	1	3	FALSE
UM5UZBiOx	11	350676	1	4	FALSE
UM5UZBiOx	89	350676	1	3	FALSE
UM5UZBiOx	13	350676	1	3	FALSE
UM5UZBiOx	46	350676	1	4	FALSE
UM5UZBiOx	41	350676	1	3	FALSE
UM5UZBiOx	52	350676	1	2	FALSE
UM5UZBiOx	91	350676	1	5	FALSE
UM5UZBiOx	67	350676	1	1	FALSE
UM5UZBiOx	93	350676	1	5	FALSE
UM5UZBiOx	95	350676	1	2	FALSE
UM5UZBiOx	35	350676	1	3	FALSE
UM5UZBiOx	43	350676	1	3	FALSE
UM5UZBiOx	28	350676	1	2	FALSE
UM5UZBiOx	78	350676	2	3	FALSE
UM5UZBiOx	80	350676	2	5	FALSE
UM5UZBiOx	47	350676	2	1	FALSE
UM5UZBiOx	74	350676	2	3	FALSE
UM5UZBiOx	11	350676	2	3	FALSE
UM5UZBiOx	89	350676	2	1	FALSE
UM5UZBiOx	13	350676	2	1	FALSE
UM5UZBiOx	46	350676	2	1	FALSE
UM5UZBiOx	41	350676	2	2	FALSE
UM5UZBiOx	52	350676	2	2	FALSE
UM5UZBiOx	91	350676	2	4	FALSE
UM5UZBiOx	67	350676	2	1	FALSE
UM5UZBiOx	93	350676	2	5	FALSE
UM5UZBiOx	95	350676	2	1	FALSE
UM5UZBiOx	35	350676	2	2	FALSE
UM5UZBiOx	43	350676	2	2	FALSE
UM5UZBiOx	28	350676	2	1	FALSE
UM5UZBiOx	78	350676	3	4	FALSE
UM5UZBiOx	80	350676	3	5	FALSE
UM5UZBiOx	47	350676	3	1	FALSE
UM5UZBiOx	74	350676	3	3	FALSE
UM5UZBiOx	11	350676	3	3	FALSE
UM5UZBiOx	89	350676	3	1	FALSE
UM5UZBiOx	13	350676	3	2	FALSE
UM5UZBiOx	46	350676	3	2	FALSE
UM5UZBiOx	41	350676	3	2	FALSE
UM5UZBiOx	52	350676	3	2	FALSE
UM5UZBiOx	67	350676	3	1	FALSE
UM5UZBiOx	93	350676	3	4	FALSE
UM5UZBiOx	95	350676	3	1	FALSE
UM5UZBiOx	35	350676	3	1	FALSE
UM5UZBiOx	43	350676	3	1	FALSE
UM5UZBiOx	28	350676	3	1	FALSE
UM5UZBiO1	11	350680	1	5	FALSE
UM5UZBiO1	47	350680	1	1	TRUE
UM5UZBiO1	29	350680	1	5	FALSE
UM5UZBiO1	57	350680	1	5	FALSE
UM5UZBiO1	11	350680	2	5	FALSE
UM5UZBiO1	47	350680	2	1	TRUE
UM5UZBiO1	29	350680	2	5	FALSE
UM5UZBiO1	57	350680	2	5	FALSE
UM5UZBiO1	11	350680	3	5	FALSE
UM5UZBiO1	47	350680	3	1	TRUE
UM5UZBiO1	29	350680	3	4	FALSE
UM5UZBiO1	57	350680	3	5	FALSE
UM5UZBiO7	47	350686	1	5	FALSE
UM5UZBiO7	43	350686	1	3	FALSE
UM5UZBiO7	11	350686	1	4	FALSE
UM5UZBiO7	31	350686	1	3	FALSE
UM5UZBiO7	35	350686	1	5	FALSE
UM5UZBiO7	47	350686	2	3	FALSE
UM5UZBiO7	43	350686	2	3	TRUE
UM5UZBiO7	11	350686	2	3	FALSE
UM5UZBiO7	31	350686	2	5	TRUE
UM5UZBiO7	35	350686	2	5	FALSE
UM5UZBiO7	47	350686	3	2	FALSE
UM5UZBiO7	43	350686	3	3	TRUE
UM5UZBiO7	11	350686	3	3	FALSE
UM5UZBiO7	31	350686	3	4	FALSE
UM5UZBiO7	35	350686	3	5	TRUE
UM5UZBiPK	11	350699	1	5	FALSE
UM5UZBiPK	47	350699	1	5	FALSE
UM5UZBiPK	20	350699	1	5	FALSE
UM5UZBiPK	99	350699	1	5	FALSE
UM5UZBiPK	52	350699	1	5	FALSE
UM5UZBiPK	43	350699	1	4	TRUE
UM5UZBiPK	73	350699	1	5	FALSE
UM5UZBiPK	25	350699	1	4	TRUE
UM5UZBiPK	46	350699	1	5	FALSE
UM5UZBiPK	100	350699	1	1	TRUE
UM5UZBiPK	101	350699	1	5	TRUE
UM5UZBiPK	11	350699	2	4	FALSE
UM5UZBiPK	47	350699	2	2	FALSE
UM5UZBiPK	20	350699	2	5	FALSE
UM5UZBiPK	99	350699	2	4	FALSE
UM5UZBiPK	52	350699	2	5	FALSE
UM5UZBiPK	43	350699	2	4	FALSE
UM5UZBiPK	73	350699	2	4	FALSE
UM5UZBiPK	25	350699	2	4	FALSE
UM5UZBiPK	46	350699	2	5	FALSE
UM5UZBiPK	100	350699	2	1	TRUE
UM5UZBiPK	101	350699	2	5	FALSE
UM5UZBiPK	11	350699	3	5	FALSE
UM5UZBiPK	47	350699	3	2	FALSE
UM5UZBiPK	20	350699	3	4	FALSE
UM5UZBiPK	99	350699	3	3	FALSE
UM5UZBiPK	52	350699	3	5	FALSE
UM5UZBiPK	43	350699	3	4	FALSE
UM5UZBiPK	73	350699	3	4	FALSE
UM5UZBiPK	25	350699	3	4	FALSE
UM5UZBiPK	46	350699	3	5	FALSE
UM5UZBiPK	100	350699	3	1	TRUE
UM5UZBiPK	101	350699	3	5	FALSE
UM5UZBiPM	47	350701	1	2	FALSE
UM5UZBiPM	11	350701	1	2	FALSE
UM5UZBiPM	67	350701	1	3	FALSE
UM5UZBiPM	43	350701	1	1	FALSE
UM5UZBiPM	68	350701	1	4	FALSE
UM5UZBiPM	20	350701	1	3	FALSE
UM5UZBiPM	57	350701	1	5	FALSE
UM5UZBiPM	53	350701	1	4	FALSE
UM5UZBiPM	46	350701	1	5	FALSE
UM5UZBiPM	102	350701	1	4	FALSE
UM5UZBiPM	47	350701	2	2	FALSE
UM5UZBiPM	11	350701	2	1	FALSE
UM5UZBiPM	67	350701	2	2	FALSE
UM5UZBiPM	43	350701	2	1	FALSE
UM5UZBiPM	68	350701	2	3	FALSE
UM5UZBiPM	20	350701	2	2	FALSE
UM5UZBiPM	57	350701	2	2	FALSE
UM5UZBiPM	53	350701	2	3	FALSE
UM5UZBiPM	46	350701	2	3	FALSE
UM5UZBiPM	102	350701	2	2	FALSE
UM5UZBiPM	47	350701	3	1	FALSE
UM5UZBiPM	11	350701	3	1	FALSE
UM5UZBiPM	67	350701	3	1	FALSE
UM5UZBiPM	43	350701	3	1	FALSE
UM5UZBiPM	68	350701	3	2	FALSE
UM5UZBiPM	20	350701	3	1	FALSE
UM5UZBiPM	57	350701	3	1	FALSE
UM5UZBiPM	53	350701	3	2	FALSE
UM5UZBiPM	46	350701	3	3	FALSE
UM5UZBiPM	102	350701	3	1	FALSE
UM5UZBiPP	47	350704	1	1	FALSE
UM5UZBiPP	53	350704	1	5	FALSE
UM5UZBiPP	43	350704	1	4	FALSE
UM5UZBiPP	25	350704	1	2	FALSE
UM5UZBiPP	20	350704	1	4	FALSE
UM5UZBiPP	11	350704	1	3	FALSE
UM5UZBiPP	31	350704	1	5	FALSE
UM5UZBiPP	47	350704	2	1	FALSE
UM5UZBiPP	53	350704	2	4	FALSE
UM5UZBiPP	43	350704	2	3	FALSE
UM5UZBiPP	25	350704	2	2	FALSE
UM5UZBiPP	20	350704	2	4	FALSE
UM5UZBiPP	11	350704	2	3	FALSE
UM5UZBiPP	31	350704	2	4	FALSE
UM5UZBiPP	47	350704	3	1	FALSE
UM5UZBiPP	53	350704	3	5	FALSE
UM5UZBiPP	43	350704	3	2	FALSE
UM5UZBiPP	25	350704	3	2	FALSE
UM5UZBiPP	20	350704	3	3	FALSE
UM5UZBiPP	11	350704	3	2	FALSE
UM5UZBiPP	31	350704	3	2	FALSE
UM5UZBiPS	22	350707	1	5	TRUE
UM5UZBiPS	47	350707	1	5	TRUE
UM5UZBiPS	11	350707	1	5	TRUE
UM5UZBiPS	53	350707	1	5	TRUE
UM5UZBiPS	51	350707	1	5	TRUE
UM5UZBiPS	22	350707	2	5	TRUE
UM5UZBiPS	47	350707	2	5	TRUE
UM5UZBiPS	11	350707	2	5	TRUE
UM5UZBiPS	53	350707	2	4	TRUE
UM5UZBiPS	51	350707	2	5	TRUE
UM5UZBiPS	22	350707	3	5	TRUE
UM5UZBiPS	47	350707	3	5	TRUE
UM5UZBiPS	11	350707	3	5	TRUE
UM5UZBiPS	53	350707	3	4	TRUE
UM5UZBiPS	51	350707	3	3	TRUE
UM5UZBiPg	11	350720	1	2	FALSE
UM5UZBiPg	47	350720	1	1	FALSE
UM5UZBiPg	20	350720	1	3	FALSE
UM5UZBiPg	41	350720	1	5	FALSE
UM5UZBiPg	11	350720	2	3	FALSE
UM5UZBiPg	47	350720	2	2	FALSE
